GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,MNTE001,NAME_M,MNTM001
"G2801210","2007-2011",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rankin County, Mississippi",140443,"Rankin County, Mississippi",0
"G2801230","2007-2011",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Mississippi",28219,"Scott County, Mississippi",0
"G2801250","2007-2011",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharkey County, Mississippi",4692,"Sharkey County, Mississippi",233
"G2801270","2007-2011",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Mississippi",27505,"Simpson County, Mississippi",0
"G2801290","2007-2011",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Mississippi",16446,"Smith County, Mississippi",0
"G2801310","2007-2011",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Mississippi",17294,"Stone County, Mississippi",0
"G2801330","2007-2011",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunflower County, Mississippi",30074,"Sunflower County, Mississippi",0
"G2801350","2007-2011",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallahatchie County, Mississippi",15279,"Tallahatchie County, Mississippi",0
"G2801370","2007-2011",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tate County, Mississippi",28447,"Tate County, Mississippi",0
"G2801390","2007-2011",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippah County, Mississippi",22082,"Tippah County, Mississippi",0
"G2801410","2007-2011",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tishomingo County, Mississippi",19570,"Tishomingo County, Mississippi",0
"G2801430","2007-2011",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tunica County, Mississippi",10802,"Tunica County, Mississippi",0
"G2801450","2007-2011",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Mississippi",27037,"Union County, Mississippi",0
"G2801470","2007-2011",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walthall County, Mississippi",15495,"Walthall County, Mississippi",0
"G2801490","2007-2011",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Mississippi",48663,"Warren County, Mississippi",0
"G2801510","2007-2011",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Mississippi",51665,"Washington County, Mississippi",0
"G2801530","2007-2011",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Mississippi",20875,"Wayne County, Mississippi",0
"G2801550","2007-2011",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Mississippi",10204,"Webster County, Mississippi",0
"G2801570","2007-2011",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Mississippi",9946,"Wilkinson County, Mississippi",0
"G2801590","2007-2011",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Mississippi",19284,"Winston County, Mississippi",0
"G2801610","2007-2011",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yalobusha County, Mississippi",12787,"Yalobusha County, Mississippi",0
"G2801630","2007-2011",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yazoo County, Mississippi",28238,"Yazoo County, Mississippi",0
"G2900010","2007-2011",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Missouri",25421,"Adair County, Missouri",0
"G2900030","2007-2011",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew County, Missouri",17073,"Andrew County, Missouri",0
"G2900050","2007-2011",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Missouri",5742,"Atchison County, Missouri",0
"G2900070","2007-2011",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audrain County, Missouri",25623,"Audrain County, Missouri",0
"G2900090","2007-2011",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barry County, Missouri",35652,"Barry County, Missouri",0
"G2900110","2007-2011",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Missouri",12506,"Barton County, Missouri",0
"G2900130","2007-2011",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bates County, Missouri",17097,"Bates County, Missouri",0
"G2900150","2007-2011",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Missouri",19058,"Benton County, Missouri",0
"G2900170","2007-2011",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bollinger County, Missouri",12418,"Bollinger County, Missouri",0
"G2900190","2007-2011",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Missouri",160628,"Boone County, Missouri",0
"G2900210","2007-2011",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Missouri",88801,"Buchanan County, Missouri",0
"G2900230","2007-2011",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Missouri",42607,"Butler County, Missouri",0
"G2900250","2007-2011",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Missouri",9373,"Caldwell County, Missouri",0
"G2900270","2007-2011",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Callaway County, Missouri",44026,"Callaway County, Missouri",0
"G2900290","2007-2011",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Missouri",43533,"Camden County, Missouri",0
"G2900310","2007-2011",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Girardeau County, Missouri",75017,"Cape Girardeau County, Missouri",0
"G2900330","2007-2011",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Missouri",9388,"Carroll County, Missouri",0
"G2900350","2007-2011",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Missouri",6208,"Carter County, Missouri",0
"G2900370","2007-2011",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Missouri",98713,"Cass County, Missouri",0
"G2900390","2007-2011",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Missouri",14040,"Cedar County, Missouri",0
"G2900410","2007-2011",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chariton County, Missouri",7814,"Chariton County, Missouri",0
"G2900430","2007-2011",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Missouri",75998,"Christian County, Missouri",0
"G2900450","2007-2011",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Missouri",7130,"Clark County, Missouri",0
"G2900470","2007-2011",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Missouri",218767,"Clay County, Missouri",0
"G2900490","2007-2011",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Missouri",20771,"Clinton County, Missouri",0
"G2900510","2007-2011",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",75343,"Cole County, Missouri",0
"G2900530","2007-2011",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper County, Missouri",17606,"Cooper County, Missouri",0
"G2900550","2007-2011",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Missouri",24725,"Crawford County, Missouri",0
"G2900570","2007-2011",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Missouri",7896,"Dade County, Missouri",0
"G2900590","2007-2011",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Missouri",16846,"Dallas County, Missouri",0
"G2900610","2007-2011",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Missouri",8357,"Daviess County, Missouri",0
"G2900630","2007-2011",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Missouri",12847,"DeKalb County, Missouri",0
"G2900650","2007-2011",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dent County, Missouri",15550,"Dent County, Missouri",0
"G2900670","2007-2011",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Missouri",13682,"Douglas County, Missouri",0
"G2900690","2007-2011",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunklin County, Missouri",32055,"Dunklin County, Missouri",0
"G2900710","2007-2011",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Missouri",101263,"Franklin County, Missouri",0
"G2900730","2007-2011",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasconade County, Missouri",15274,"Gasconade County, Missouri",0
"G2900750","2007-2011",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gentry County, Missouri",6765,"Gentry County, Missouri",0
"G2900770","2007-2011",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Missouri",273020,"Greene County, Missouri",0
"G2900790","2007-2011",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Missouri",10222,"Grundy County, Missouri",0
"G2900810","2007-2011",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Missouri",8942,"Harrison County, Missouri",0
"G2900830","2007-2011",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Missouri",22305,"Henry County, Missouri",0
"G2900850","2007-2011",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickory County, Missouri",9603,"Hickory County, Missouri",0
"G2900870","2007-2011",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Missouri",4910,"Holt County, Missouri",0
"G2900890","2007-2011",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Missouri",10144,"Howard County, Missouri",0
"G2900910","2007-2011",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howell County, Missouri",40088,"Howell County, Missouri",0
"G2900930","2007-2011",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Missouri",10661,"Iron County, Missouri",0
"G2900950","2007-2011",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Missouri",670100,"Jackson County, Missouri",0
"G2900970","2007-2011",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Missouri",116307,"Jasper County, Missouri",0
"G2900990","2007-2011",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Missouri",217531,"Jefferson County, Missouri",0
"G2901010","2007-2011",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Missouri",52428,"Johnson County, Missouri",0
"G2901030","2007-2011",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Missouri",4127,"Knox County, Missouri",0
"G2901050","2007-2011",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laclede County, Missouri",35495,"Laclede County, Missouri",0
"G2901070","2007-2011",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Missouri",33296,"Lafayette County, Missouri",0
"G2901090","2007-2011",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Missouri",38548,"Lawrence County, Missouri",0
"G2901110","2007-2011",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Missouri",10207,"Lewis County, Missouri",0
"G2901130","2007-2011",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Missouri",52122,"Lincoln County, Missouri",0
"G2901150","2007-2011",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Missouri",12749,"Linn County, Missouri",0
"G2901170","2007-2011",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Missouri",15032,"Livingston County, Missouri",0
"G2901190","2007-2011",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonald County, Missouri",23015,"McDonald County, Missouri",0
"G2901210","2007-2011",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Missouri",15549,"Macon County, Missouri",0
"G2901230","2007-2011",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Missouri",12281,"Madison County, Missouri",0
"G2901250","2007-2011",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maries County, Missouri",9192,"Maries County, Missouri",0
"G2901270","2007-2011",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Missouri",28623,"Marion County, Missouri",0
"G2901290","2007-2011",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Missouri",3758,"Mercer County, Missouri",0
"G2901310","2007-2011",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Missouri",24807,"Miller County, Missouri",0
"G2901330","2007-2011",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Missouri",14196,"Mississippi County, Missouri",0
"G2901350","2007-2011",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moniteau County, Missouri",15541,"Moniteau County, Missouri",0
"G2901370","2007-2011",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Missouri",8985,"Monroe County, Missouri",0
"G2901390","2007-2011",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Missouri",12254,"Montgomery County, Missouri",0
"G2901410","2007-2011",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Missouri",20617,"Morgan County, Missouri",0
"G2901430","2007-2011",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Madrid County, Missouri",18839,"New Madrid County, Missouri",0
"G2901450","2007-2011",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Missouri",57907,"Newton County, Missouri",0
"G2901470","2007-2011",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nodaway County, Missouri",23185,"Nodaway County, Missouri",0
"G2901490","2007-2011",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oregon County, Missouri",10810,"Oregon County, Missouri",0
"G2901510","2007-2011",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osage County, Missouri",13816,"Osage County, Missouri",0
"G2901530","2007-2011",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozark County, Missouri",9675,"Ozark County, Missouri",0
"G2901550","2007-2011",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pemiscot County, Missouri",18429,"Pemiscot County, Missouri",0
"G2901570","2007-2011",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Missouri",18997,"Perry County, Missouri",0
"G2901590","2007-2011",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pettis County, Missouri",41831,"Pettis County, Missouri",0
"G2901610","2007-2011",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Missouri",44665,"Phelps County, Missouri",0
"G2901630","2007-2011",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Missouri",18561,"Pike County, Missouri",0
"G2901650","2007-2011",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Missouri",88301,"Platte County, Missouri",0
"G2901670","2007-2011",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Missouri",30952,"Polk County, Missouri",0
"G2901690","2007-2011",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Missouri",50455,"Pulaski County, Missouri",0
"G2901710","2007-2011",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Missouri",5003,"Putnam County, Missouri",0
"G2901730","2007-2011",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ralls County, Missouri",10169,"Ralls County, Missouri",0
"G2901750","2007-2011",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Missouri",25465,"Randolph County, Missouri",0
"G2901770","2007-2011",,,"Missouri","29","Ray County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray County, Missouri",23542,"Ray County, Missouri",0
"G2901790","2007-2011",,,"Missouri","29","Reynolds County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reynolds County, Missouri",6676,"Reynolds County, Missouri",0
"G2901810","2007-2011",,,"Missouri","29","Ripley County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Missouri",14080,"Ripley County, Missouri",0
"G2901830","2007-2011",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles County, Missouri",356070,"St. Charles County, Missouri",0
"G2901850","2007-2011",,,"Missouri","29","St. Clair County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Missouri",9748,"St. Clair County, Missouri",0
"G2901860","2007-2011",,,"Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ste. Genevieve County, Missouri",18179,"Ste. Genevieve County, Missouri",0
"G2901870","2007-2011",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francois County, Missouri",64771,"St. Francois County, Missouri",0
"G2901890","2007-2011",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Missouri",998760,"St. Louis County, Missouri",0
"G2901950","2007-2011",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Missouri",23178,"Saline County, Missouri",0
"G2901970","2007-2011",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Missouri",4386,"Schuyler County, Missouri",0
"G2901990","2007-2011",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, Missouri",4831,"Scotland County, Missouri",0
"G2902010","2007-2011",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Missouri",39268,"Scott County, Missouri",0
"G2902030","2007-2011",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shannon County, Missouri",8428,"Shannon County, Missouri",0
"G2902050","2007-2011",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Missouri",6389,"Shelby County, Missouri",0
"G2902070","2007-2011",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoddard County, Missouri",29992,"Stoddard County, Missouri",0
"G2902090","2007-2011",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Missouri",32154,"Stone County, Missouri",0
"G2902110","2007-2011",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Missouri",6702,"Sullivan County, Missouri",0
"G2902130","2007-2011",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taney County, Missouri",50631,"Taney County, Missouri",0
"G2902150","2007-2011",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas County, Missouri",25773,"Texas County, Missouri",0
"G2902170","2007-2011",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon County, Missouri",20959,"Vernon County, Missouri",0
"G2902190","2007-2011",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Missouri",32104,"Warren County, Missouri",0
"G2902210","2007-2011",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Missouri",25069,"Washington County, Missouri",0
"G2902230","2007-2011",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Missouri",13448,"Wayne County, Missouri",0
"G2902250","2007-2011",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Missouri",36027,"Webster County, Missouri",0
"G2902270","2007-2011",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Missouri",2178,"Worth County, Missouri",0
"G2902290","2007-2011",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Missouri",18764,"Wright County, Missouri",0
"G2905100","2007-2011",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis city, Missouri",318367,"St. Louis city, Missouri",0
"G3000010","2007-2011",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County, Montana",9170,"Beaverhead County, Montana",0
"G3000030","2007-2011",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Montana",12776,"Big Horn County, Montana",0
"G3000050","2007-2011",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Montana",6476,"Blaine County, Montana",0
"G3000070","2007-2011",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broadwater County, Montana",5447,"Broadwater County, Montana",0
"G3000090","2007-2011",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Montana",10016,"Carbon County, Montana",0
"G3000110","2007-2011",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Montana",1266,"Carter County, Montana",120
"G3000130","2007-2011",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",80931,"Cascade County, Montana",0
"G3000150","2007-2011",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",5784,"Chouteau County, Montana",0
"G3000170","2007-2011",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",11621,"Custer County, Montana",0
"G3000190","2007-2011",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",1721,"Daniels County, Montana",145
"G3000210","2007-2011",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",8961,"Dawson County, Montana",0
"G3000230","2007-2011",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",9294,"Deer Lodge County, Montana",0
"G3000250","2007-2011",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",2861,"Fallon County, Montana",0
"G3000270","2007-2011",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",11516,"Fergus County, Montana",0
"G3000290","2007-2011",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",90317,"Flathead County, Montana",0
"G3000310","2007-2011",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",89146,"Gallatin County, Montana",0
"G3000330","2007-2011",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",1162,"Garfield County, Montana",104
"G3000350","2007-2011",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",13329,"Glacier County, Montana",0
"G3000370","2007-2011",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",873,"Golden Valley County, Montana",100
"G3000390","2007-2011",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",3055,"Granite County, Montana",0
